,n_readout,flip_angle,snr_myelin,snr_wm,cnr,TA (min),efficiency,asr
0,20,10,23.424559740728675,1.8188887544847863,21.605670986243886,1.02,2.755054538187462,0.02668819161716237
1,20,20,28.76869815093588,2.1676339793897093,26.60106417154617,1.02,3.392043811696268,0.01895384089763566
2,20,30,28.492848546901463,2.248997105783056,26.243851441118412,1.02,3.346493707990166,0.02081723075268859
3,20,40,25.785486195644417,2.1838797276595803,23.601606467984837,1.02,3.009566934974439,0.026166069981743364
4,20,50,22.2137868463737,2.0274824332871733,20.186304413086525,1.02,2.5740635233183333,0.0359525274370385
5,20,60,19.103495651402657,1.8781698535526814,17.225325797849976,1.02,2.1964933207276625,0.04487309607966523
6,20,70,16.017193577494425,1.6991067076657655,14.31808686982866,1.02,1.8257757527641396,0.05629281794099614
7,20,80,13.550136787925148,1.575638598948575,11.974498188976572,1.02,1.5269322391821158,0.06684580456129997
8,20,90,11.387165973424022,1.4540669154468455,9.933099057977175,1.02,1.2666225295835258,0.08079918998094633
9,25,10,22.612069862613275,2.08161482890104,20.530455033712236,0.82,2.918071813529398,0.028148172846441635
10,25,20,26.935405274417427,2.4446020874044154,24.49080318701301,0.82,3.4809711890636272,0.02111258185107474
11,25,30,25.55029323584851,2.4407538328807648,23.109539402967748,0.82,3.2846469035739534,0.025037548519253962
12,25,40,22.574055237185892,2.2995933412088947,20.274461895976998,0.82,2.8816865332978825,0.03174242642210764
13,25,50,19.514205082797673,2.1068774884806376,17.407327594317035,0.82,2.474169808630118,0.04064839995007623
14,25,60,16.499785479203815,1.9008188013305758,14.59896667787324,0.82,2.0750067691828407,0.0517729848228886
15,25,70,13.832358488080546,1.7067723289110859,12.12558615916946,0.82,1.7234557702444027,0.06437549779515155
16,25,80,11.73008568496894,1.5702151170184724,10.159870567950467,0.82,1.4440611221115482,0.07775259337164328
17,25,90,9.978417853523828,1.4676265303067608,8.510791323217067,0.82,1.2096712045753282,0.09335130305311981
