,n_readout,flip_angle,snr_myelin,snr_wm,cnr,TA (min),efficiency,asr
0,11,10,25.215117138699217,1.3790244959312692,23.836092642767948,1.85,2.2624217919380514,0.02518793004384013
1,11,20,32.50154754056202,1.5303513678033023,30.97119617275872,1.85,2.9396558485393136,0.016164940860709392
2,11,30,32.02376138249391,1.5743239983974338,30.449437384096473,1.85,2.8901326959280227,0.017090708329922242
3,11,40,28.415678080263763,1.6076853018670896,26.807992778396674,1.85,2.5445020695690457,0.022900585879439203
4,11,50,24.32016384220017,1.688324646894545,22.631839195305627,1.85,2.148119113080914,0.030591539115466672
5,11,60,20.28825406513753,1.7559050160296112,18.53234904910792,1.85,1.7590127280037007,0.04179042613809406
6,11,70,16.58107822319781,1.7849730938105046,14.796105129387305,1.85,1.4043841489552524,0.054771008988037544
7,11,80,13.415426555946366,1.773943798898046,11.641482757048319,1.85,1.104960644126726,0.07090121837440429
8,11,90,10.76339806038936,1.7435398300264098,9.01985823036295,1.85,0.8561270559902979,0.09115391735791606
9,15,10,24.39143698588088,1.5682095033711319,22.823227482509747,1.35,2.535914164723305,0.026121519031743305
10,15,20,30.96405401438845,1.8430075512310533,29.1210464631574,1.35,3.235671829239711,0.01764224536235355
11,15,30,31.014858760608988,1.9111402928497199,29.103718467759272,1.35,3.2337464964176967,0.01809988124637139
12,15,40,29.16851895419692,1.9169933571845956,27.251525597012325,1.35,3.027947288556925,0.02171368323610838
13,15,50,25.836356892492613,1.840357468857097,23.995999423635517,1.35,2.666222158181724,0.027153518485306297
14,15,60,22.762016007419348,1.7622579953665587,20.99975801205279,1.35,2.333306445783643,0.035069147226891445
15,15,70,19.35457569170772,1.6380126966916102,17.71656299501611,1.35,1.9685069994462343,0.04274873047947226
16,15,80,16.752834084538133,1.5632302545628516,15.189603829975283,1.35,1.6877337588861425,0.050583147584197824
17,15,90,14.319872295401812,1.495738618411553,12.824133676990257,1.35,1.4249037418878063,0.059220208241501475
